CAD Event Number,CAD Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,CAD Event Original Time Queued,CAD Event Arrived Time,Dispatch Precinct,Dispatch Sector,Dispatch Beat,Dispatch Longitude,Dispatch Latitude,Dispatch Reporting Area,CAD Event Response Category,Call Sign Dispatch ID,Call Sign Dispatch Time,First CARE Call Sign At Scene Time,First CARE Call Sign Dispatch Time,First Co-Response Call Sign At Scene Time,First Co-Response Call Sign Dispatch Time,First SPD Call Sign at Scene Time,First SPD Call Sign Dispatch Time,Last CARE Call Sign In-Service Time,Last Co-Response Call Sign In-Service Time,Last SPD Call Sign In-Service Time,CARE Call Sign Total Service Time (s),Co-Response Call Sign Total Service Time (s),SPD Call Sign Total Service Time (s),Call Sign Total Service Time (s),First CARE Call Sign Dispatch Delay Time (s),First CARE Call Sign Response Time (s),First Co-Response Call Sign Dispatch Delay Time (s),First Co-Response Call Sign Response Time (s),First SPD Call Sign Dispatch Delay Time (s),First SPD Call Sign Response Time (s),Call Sign Dispatch Delay Time (s),Call Sign Response Time (s),Call Sign at Scene Time,CAD Event First Response Time (s),Call Sign In-Service Time,Call Type Indicator,Dispatch Neighborhood,Call Type Received Classification
2025000049229,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),02/22/2025 10:02:18 AM,02/22/2025 10:02:18 AM,WEST,QUEEN,Q1,,,,SPD,2025000049229HBR4,02/22/2025 10:02:18 AM,,,,,02/22/2025 10:02:18 AM,02/22/2025 10:02:18 AM,,,02/22/2025 10:16:22 AM,,,844,844,,,,,0,0,0,0,02/22/2025 10:02:18 AM,0,02/22/2025 10:16:22 AM,ONVIEW,MAGNOLIA,OFFICER_GENERATED
2025000056344,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,03/01/2025 01:53:50 PM,03/01/2025 01:53:50 PM,WEST,KING,K3,,,,SPD,20250000563442E21,03/01/2025 01:53:50 PM,,,,,03/01/2025 01:53:50 PM,03/01/2025 01:53:50 PM,,,03/01/2025 07:31:17 PM,,,22114,22114,,,,,0,0,0,0,03/01/2025 01:53:50 PM,0,03/01/2025 07:31:17 PM,ONVIEW,-,OFFICER_GENERATED
2025000080446,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,03/26/2025 09:18:52 AM,03/26/2025 09:18:52 AM,UNKNOWN,OOJ,99,,,,SPD,2025000080446P321,03/26/2025 09:19:03 AM,,,,,03/26/2025 09:18:52 AM,03/26/2025 09:18:52 AM,,,03/26/2025 03:13:42 PM,,,55118,21279,,,,,0,0,11,11,03/26/2025 09:19:03 AM,0,03/26/2025 03:13:42 PM,ONVIEW,-,OFFICER_GENERATED
2025000073399,OTHER REPORT MADE,ONVIEW,9,ASSIGNED DUTY - HOSPITAL GUARD,WARRANT SERVICES - FELONY,03/18/2025 10:49:29 PM,03/18/2025 10:49:29 PM,EAST,GEORGE,G1,,,,SPD,20250000733993K1,03/18/2025 10:49:29 PM,,,,,03/18/2025 10:49:29 PM,03/18/2025 10:49:29 PM,,,03/18/2025 11:37:46 PM,,,2897,2897,,,,,0,0,0,0,03/18/2025 10:49:29 PM,0,03/18/2025 11:37:46 PM,ONVIEW,-,OFFICER_GENERATED
2024000168238,RESPONDING UNIT(S) CANCELLED BY RADIO,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/20/2024 08:22:36 PM,06/20/2024 08:22:36 PM,WEST,MARY,M1,,,,SPD,2024000168238V8768,06/20/2024 08:22:36 PM,,,,,06/20/2024 08:22:36 PM,06/20/2024 08:22:36 PM,,,06/20/2024 11:01:42 PM,,,9546,9546,,,,,0,0,0,0,06/20/2024 08:22:36 PM,0,06/20/2024 11:01:42 PM,ONVIEW,-,OFFICER_GENERATED
2024000274297,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,09/26/2024 05:28:09 PM,09/26/2024 05:28:09 PM,NORTH,NORA,N2,,,,SPD,2024000274297V7627,09/26/2024 05:28:09 PM,,,,,09/26/2024 05:28:09 PM,09/26/2024 05:28:09 PM,,,09/26/2024 09:13:34 PM,,,13525,13525,,,,,0,0,0,0,09/26/2024 05:28:09 PM,0,09/26/2024 09:13:34 PM,ONVIEW,-,OFFICER_GENERATED
2024000325608,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - HOSPITAL GUARD,ASSIGNED DUTY - DETAIL BY SUPERVISOR,11/17/2024 02:51:48 PM,11/17/2024 02:51:48 PM,EAST,GEORGE,G1,,,,SPD,20240003256083S22,11/18/2024 12:14:32 AM,,,,,11/17/2024 02:51:48 PM,11/17/2024 02:51:48 PM,,,11/18/2024 06:43:06 AM,,,99239,23173,,,,,0,0,33764,,,0,11/18/2024 06:40:45 AM,ONVIEW,-,OFFICER_GENERATED
2024000355702,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,12/19/2024 10:25:16 AM,12/19/2024 10:25:16 AM,EAST,EDWARD,E2,,,,SPD,2024000355702CP5,12/19/2024 10:25:16 AM,,,,,12/19/2024 10:25:16 AM,12/19/2024 10:25:16 AM,,,12/19/2024 01:38:52 PM,,,11616,11616,,,,,0,0,0,0,12/19/2024 10:25:16 AM,0,12/19/2024 01:38:52 PM,ONVIEW,-,OFFICER_GENERATED
2024000153820,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,06/06/2024 06:34:13 PM,06/06/2024 06:34:13 PM,EAST,GEORGE,G2,,,,SPD,20240001538202G31,06/06/2024 06:34:16 PM,,,,,06/06/2024 06:34:13 PM,06/06/2024 06:34:13 PM,,,06/06/2024 08:26:25 PM,,,29159,4093,,,,,0,0,3,3,06/06/2024 06:34:16 PM,0,06/06/2024 07:42:29 PM,ONVIEW,-,OFFICER_GENERATED
2024000161622,ASSISTANCE RENDERED,ONVIEW,9,GAS/MAINTENANCE/WASH/GARAGE,DISTURBANCE - OTHER,06/14/2024 04:18:30 AM,06/14/2024 04:18:30 AM,SOUTH,SAM,S1,,,,SPD,20240001616223S32,06/14/2024 04:18:30 AM,,,,,06/14/2024 04:18:30 AM,06/14/2024 04:18:30 AM,,,06/14/2024 06:17:29 AM,,,6615,6550,,,,,0,0,0,0,06/14/2024 04:18:30 AM,0,06/14/2024 06:07:40 AM,ONVIEW,-,OFFICER_GENERATED
2024000201099,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,07/20/2024 08:16:52 PM,07/20/2024 08:16:52 PM,SOUTH,SAM,S2,,,,SPD,2024000201099V5653,07/20/2024 08:16:52 PM,,,,,07/20/2024 08:16:52 PM,07/20/2024 08:16:52 PM,,,07/21/2024 01:45:50 AM,,,19738,19738,,,,,0,0,0,0,07/20/2024 08:16:52 PM,0,07/21/2024 01:45:50 AM,ONVIEW,-,OFFICER_GENERATED
2024000213553,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",08/01/2024 08:08:00 AM,08/01/2024 08:08:06 AM,SOUTH,ROBERT,R3,,,,SPD,2024000213553A51,08/01/2024 08:08:06 AM,,,,,08/01/2024 08:08:06 AM,08/01/2024 08:08:06 AM,,,08/01/2024 11:55:46 AM,,,27320,27320,,,,,6,6,6,6,08/01/2024 08:08:06 AM,6,08/01/2024 11:55:46 AM,DISPATCH,-,COMMUNITY_GENERATED
2024000221103,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",ASSIST OTHER AGENCY - CITY AGENCY,08/08/2024 04:40:44 AM,08/08/2024 04:40:44 AM,UNKNOWN,,COMM,,,,SPD,2024000221103DWCLK,08/08/2024 04:40:44 AM,,,,,08/08/2024 04:40:44 AM,08/08/2024 04:40:44 AM,,,08/08/2024 05:29:01 AM,,,2897,2897,,,,,0,0,0,0,08/08/2024 04:40:44 AM,0,08/08/2024 05:29:01 AM,ONVIEW,-,OFFICER_GENERATED
2024000285933,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",10/08/2024 01:16:47 PM,10/08/2024 01:16:47 PM,WEST,KING,K1,,,,SPD,2024000285933POET1,10/08/2024 01:16:47 PM,,,,,10/08/2024 01:16:47 PM,10/08/2024 01:16:47 PM,,,10/08/2024 09:35:18 PM,,,97260,29911,,,,,0,0,0,0,10/08/2024 01:16:47 PM,0,10/08/2024 09:35:18 PM,ONVIEW,-,OFFICER_GENERATED
2024000288224,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",PREMISE CHECKS - CRIME PREVENTION,10/10/2024 05:57:17 PM,10/10/2024 05:57:17 PM,EAST,EDWARD,E2,,,,SPD,2024000288224CP5,10/10/2024 05:57:17 PM,,,,,10/10/2024 05:57:17 PM,10/10/2024 05:57:17 PM,,,10/10/2024 07:34:14 PM,,,5817,5817,,,,,0,0,0,0,10/10/2024 05:57:17 PM,0,10/10/2024 07:34:14 PM,ONVIEW,-,OFFICER_GENERATED
2025000071474,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,ASSAULTS - GANG RELATED,03/17/2025 08:18:04 AM,03/17/2025 08:18:04 AM,WEST,DAVID,D2,,,,SPD,2025000071474V7411,03/17/2025 08:18:04 AM,,,,,03/17/2025 08:18:04 AM,03/17/2025 08:18:04 AM,,,03/17/2025 04:05:55 PM,,,28071,28071,,,,,0,0,0,0,03/17/2025 08:18:04 AM,0,03/17/2025 04:05:55 PM,ONVIEW,-,OFFICER_GENERATED
2024000169889,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",06/22/2024 10:13:57 AM,06/22/2024 10:13:57 AM,SOUTH,SAM,S2,,,,SPD,2024000169889CSO13,06/22/2024 10:13:57 AM,,,,,06/22/2024 10:13:57 AM,06/22/2024 10:13:57 AM,,,06/22/2024 03:10:33 PM,,,35587,17796,,,,,0,0,0,0,06/22/2024 10:13:57 AM,0,06/22/2024 03:10:33 PM,ONVIEW,-,OFFICER_GENERATED
2024000208515,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",07/27/2024 12:17:44 PM,07/27/2024 12:50:04 PM,WEST,QUEEN,Q3,,,,SPD,2024000208515Z3,07/27/2024 12:57:26 PM,,,,,07/27/2024 12:50:04 PM,07/27/2024 12:50:04 PM,,,07/27/2024 07:15:44 PM,,,883449,22695,,,,,1940,1940,2382,2382,07/27/2024 12:57:26 PM,1940,07/27/2024 07:15:41 PM,DISPATCH,-,COMMUNITY_GENERATED
2025000015500,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",ASSIST PUBLIC - OTHER (NON-SPECIFIED),01/17/2025 10:53:15 AM,01/17/2025 10:53:15 AM,SOUTH,SAM,S3,,,,SPD,2025000015500CSO13,01/17/2025 10:53:15 AM,,,,,01/17/2025 10:53:15 AM,01/17/2025 10:53:15 AM,,,01/17/2025 11:52:27 AM,,,3552,3552,,,,,0,0,0,0,01/17/2025 10:53:15 AM,0,01/17/2025 11:52:27 AM,ONVIEW,-,OFFICER_GENERATED
2024000318039,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",11/09/2024 02:12:12 PM,11/09/2024 02:12:12 PM,NORTH,NORA,N3,,,,SPD,20240003180392N10,11/09/2024 02:12:12 PM,,,,,11/09/2024 02:12:12 PM,11/09/2024 02:12:12 PM,,,11/09/2024 02:54:08 PM,,,2516,2516,,,,,0,0,0,0,11/09/2024 02:12:12 PM,0,11/09/2024 02:54:08 PM,ONVIEW,-,OFFICER_GENERATED
2025000070575,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,03/16/2025 08:48:38 AM,03/16/2025 08:48:38 AM,UNKNOWN,OOJ,99,,,,SPD,2025000070575CSO21,03/16/2025 09:45:32 AM,,,,,03/16/2025 08:49:02 AM,03/16/2025 08:49:02 AM,,,03/16/2025 12:42:05 PM,,,52392,10580,,,,,24,24,3414,3414,03/16/2025 09:45:32 AM,0,03/16/2025 12:41:52 PM,ONVIEW,-,OFFICER_GENERATED
2024000295724,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,10/18/2024 09:10:22 AM,10/18/2024 09:10:22 AM,WEST,KING,K3,,,,SPD,20240002957241K3,10/18/2024 09:10:22 AM,,,,,10/18/2024 09:10:22 AM,10/18/2024 09:10:22 AM,,,10/18/2024 11:10:04 AM,,,6752,6752,,,,,0,0,0,0,10/18/2024 09:10:22 AM,0,10/18/2024 11:10:04 AM,ONVIEW,-,OFFICER_GENERATED
2024000168741,ASSISTANCE RENDERED,ONVIEW,9,OUT TO PRECINCT/STATION,OUT TO PRECINCT/STATION,06/21/2024 10:42:45 AM,06/21/2024 10:42:45 AM,NORTH,NORA,N3,,,,SPD,2024000168741DNCLK,06/21/2024 10:42:45 AM,,,,,06/21/2024 10:42:45 AM,06/21/2024 10:42:45 AM,,,06/21/2024 11:40:39 AM,,,3474,3474,,,,,0,0,0,0,06/21/2024 10:42:45 AM,0,06/21/2024 11:40:39 AM,ONVIEW,-,OFFICER_GENERATED
2024000144873,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/28/2024 03:32:45 PM,05/28/2024 03:32:45 PM,WEST,MARY,M2,,,,SPD,2024000144873V7203,05/28/2024 03:32:45 PM,,,,,05/28/2024 03:32:45 PM,05/28/2024 03:32:45 PM,,,05/28/2024 06:38:38 PM,,,11153,11153,,,,,0,0,0,0,05/28/2024 03:32:45 PM,0,05/28/2024 06:38:38 PM,ONVIEW,-,OFFICER_GENERATED
2024000123607,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/07/2024 07:50:22 AM,05/07/2024 07:50:22 AM,WEST,KING,K3,,,,SPD,2024000123607V7941,05/07/2024 07:50:22 AM,,,,,05/07/2024 07:50:22 AM,05/07/2024 07:50:22 AM,,,05/07/2024 12:50:25 PM,,,18003,18003,,,,,0,0,0,0,05/07/2024 07:50:22 AM,0,05/07/2024 12:50:25 PM,ONVIEW,-,OFFICER_GENERATED
2024000177858,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/29/2024 08:03:38 PM,06/29/2024 08:03:38 PM,SOUTH,SAM,S2,,,,SPD,2024000177858V5653,06/29/2024 08:03:38 PM,,,,,06/29/2024 08:03:38 PM,06/29/2024 08:03:38 PM,,,06/30/2024 12:27:57 AM,,,15859,15859,,,,,0,0,0,0,06/29/2024 08:03:38 PM,0,06/30/2024 12:27:57 AM,ONVIEW,-,OFFICER_GENERATED
2024000178484,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),06/30/2024 11:29:01 AM,06/30/2024 11:29:01 AM,WEST,QUEEN,Q1,,,,SPD,2024000178484HBR4,06/30/2024 11:29:01 AM,,,,,06/30/2024 11:29:01 AM,06/30/2024 11:29:01 AM,,,06/30/2024 12:24:31 PM,,,3330,3330,,,,,0,0,0,0,06/30/2024 11:29:01 AM,0,06/30/2024 12:24:31 PM,ONVIEW,MAGNOLIA,OFFICER_GENERATED
2024000216853,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,08/04/2024 08:12:18 AM,08/04/2024 08:12:18 AM,EAST,EDWARD,E3,,,,SPD,2024000216853V7666,08/04/2024 08:12:18 AM,,,,,08/04/2024 08:12:18 AM,08/04/2024 08:12:18 AM,,,08/04/2024 12:55:50 PM,,,17012,17012,,,,,0,0,0,0,08/04/2024 08:12:18 AM,0,08/04/2024 12:55:50 PM,ONVIEW,-,OFFICER_GENERATED
2024000276897,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,09/29/2024 07:56:03 AM,09/29/2024 07:56:03 AM,EAST,EDWARD,E3,,,,SPD,2024000276897V8707,09/29/2024 07:56:03 AM,,,,,09/29/2024 07:56:03 AM,09/29/2024 07:56:03 AM,,,09/29/2024 12:59:01 PM,,,18178,18178,,,,,0,0,0,0,09/29/2024 07:56:03 AM,0,09/29/2024 12:59:01 PM,ONVIEW,-,OFFICER_GENERATED
2025000011614,ASSISTANCE RENDERED,ONVIEW,9,GAS/MAINTENANCE/WASH/GARAGE,GAS/MAINTENANCE/WASH/GARAGE,01/13/2025 12:55:07 PM,01/13/2025 12:55:07 PM,SOUTH,SAM,S1,,,,SPD,20250000116142S91,01/13/2025 12:55:07 PM,,,,,01/13/2025 12:55:07 PM,01/13/2025 12:55:07 PM,,,01/13/2025 03:31:25 PM,,,18756,18756,,,,,0,0,0,0,01/13/2025 12:55:07 PM,0,01/13/2025 03:31:25 PM,ONVIEW,-,OFFICER_GENERATED
2025000081276,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",03/27/2025 02:12:50 AM,03/27/2025 02:12:50 AM,NORTH,NORA,N3,,,,SPD,20250000812763L09,03/27/2025 02:12:50 AM,,,,,03/27/2025 02:12:50 AM,03/27/2025 02:12:50 AM,,,03/27/2025 03:57:23 AM,,,6273,6273,,,,,0,0,0,0,03/27/2025 02:12:50 AM,0,03/27/2025 03:57:23 AM,ONVIEW,-,OFFICER_GENERATED
2024000141357,DUPLICATE EVENT,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/24/2024 07:11:53 PM,05/24/2024 07:11:53 PM,WEST,KING,K1,,,,SPD,2024000141357V6235,05/24/2024 07:11:53 PM,,,,,05/24/2024 07:11:53 PM,05/24/2024 07:11:53 PM,,,05/24/2024 07:12:21 PM,,,28,28,,,,,0,0,0,0,05/24/2024 07:11:53 PM,0,05/24/2024 07:12:21 PM,ONVIEW,-,OFFICER_GENERATED
2024000192892,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",07/13/2024 12:57:36 PM,07/13/2024 12:57:36 PM,NORTH,BOY,B1,,,,SPD,20240001928922B72,07/13/2024 12:58:07 PM,,,,,07/13/2024 12:57:36 PM,07/13/2024 12:57:36 PM,,,07/13/2024 11:32:41 PM,,,492079,38468,,,,,0,0,31,31,07/13/2024 12:58:07 PM,0,07/13/2024 11:32:37 PM,ONVIEW,-,OFFICER_GENERATED
2024000214665,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",08/02/2024 07:18:17 AM,08/02/2024 07:40:00 AM,SOUTH,ROBERT,R3,,,,SPD,2024000214665Y92,08/02/2024 10:22:01 AM,,,,,08/02/2024 07:40:00 AM,08/02/2024 07:40:00 AM,,,08/02/2024 09:13:12 PM,,,3189673,39054,,,,,1303,1303,11024,11024,08/02/2024 10:22:01 AM,1303,08/02/2024 09:12:55 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000283778,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - CENTURYLINK STADIUM,TRAFFIC - TRAFFIC CONTROL (SPECIAL EVENTS),10/06/2024 07:31:35 AM,10/06/2024 07:31:35 AM,WEST,KING,K2,,,,SPD,2024000283778315,10/06/2024 07:31:35 AM,,,,,10/06/2024 07:31:35 AM,10/06/2024 07:31:35 AM,,,10/06/2024 05:28:20 PM,,,35805,35805,,,,,0,0,0,0,10/06/2024 07:31:35 AM,0,10/06/2024 05:28:20 PM,ONVIEW,-,OFFICER_GENERATED
2024000347631,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,12/11/2024 05:52:03 AM,12/11/2024 05:52:03 AM,WEST,DAVID,D2,,,,SPD,2024000347631TRUC5,12/11/2024 05:52:03 AM,,,,,12/11/2024 05:52:03 AM,12/11/2024 05:52:03 AM,,,12/11/2024 09:10:06 AM,,,10600,10600,,,,,0,0,0,0,12/11/2024 05:52:03 AM,0,12/11/2024 09:10:06 AM,ONVIEW,-,OFFICER_GENERATED
2025000025382,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,01/27/2025 05:08:36 PM,01/27/2025 05:08:36 PM,EAST,GEORGE,G2,,,,SPD,2025000025382V8600,01/27/2025 05:08:36 PM,,,,,01/27/2025 05:08:36 PM,01/27/2025 05:08:36 PM,,,01/27/2025 10:02:22 PM,,,17626,17626,,,,,0,0,0,0,01/27/2025 05:08:36 PM,0,01/27/2025 10:02:22 PM,ONVIEW,-,OFFICER_GENERATED
2024000163046,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - CENTURYLINK STADIUM,ASSIGNED DUTY - CENTURYLINK STADIUM,06/15/2024 02:03:06 PM,06/15/2024 02:03:06 PM,WEST,KING,K2,,,,SPD,2024000163046T42,06/15/2024 02:03:06 PM,,,,,06/15/2024 02:03:06 PM,06/15/2024 02:03:06 PM,,,06/16/2024 12:57:33 AM,,,39267,39267,,,,,0,0,0,0,06/15/2024 02:03:06 PM,0,06/16/2024 12:57:33 AM,ONVIEW,-,OFFICER_GENERATED
2025000087949,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",ASSIST PUBLIC - OTHER (NON-SPECIFIED),04/02/2025 05:22:13 PM,04/02/2025 05:22:13 PM,SOUTH,OCEAN,O2,,,,SPD,2025000087949CSO13,04/02/2025 05:22:13 PM,,,,,04/02/2025 05:22:13 PM,04/02/2025 05:22:13 PM,,,04/02/2025 08:20:32 PM,,,18466,7767,,,,,0,0,0,0,04/02/2025 05:22:13 PM,0,04/02/2025 07:31:40 PM,ONVIEW,-,OFFICER_GENERATED
2025000090812,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,TRAFFIC - TRAFFIC CONTROL (SPECIAL EVENTS),04/05/2025 01:18:41 PM,04/05/2025 01:18:41 PM,WEST,KING,K2,,,,SPD,2025000090812T12,04/05/2025 02:25:10 PM,,,,,04/05/2025 01:18:41 PM,04/05/2025 01:18:41 PM,,,04/06/2025 12:42:57 AM,,,130104,35601,,,,,0,0,3989,3997,04/05/2025 02:25:18 PM,0,04/06/2025 12:18:31 AM,ONVIEW,-,OFFICER_GENERATED
2024000260377,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - IN-SERVICE TRAINING,ASSIGNED DUTY - IN-SERVICE TRAINING,09/13/2024 08:43:35 AM,09/13/2024 08:43:35 AM,SOUTH,OCEAN,O1,,,,SPD,2024000260377CRT2,09/13/2024 08:43:35 AM,,,,,09/13/2024 08:43:35 AM,09/13/2024 08:43:35 AM,,,09/13/2024 05:01:29 PM,,,29874,29874,,,,,0,0,0,0,09/13/2024 08:43:35 AM,0,09/13/2024 05:01:29 PM,ONVIEW,-,OFFICER_GENERATED
2024000270811,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - COURT,ASSIST SPD,09/23/2024 11:42:11 AM,09/23/2024 11:42:11 AM,NORTH,NORA,N3,,,,SPD,20240002708112B3,09/23/2024 11:42:11 AM,,,,,09/23/2024 11:42:11 AM,09/23/2024 11:42:11 AM,,,09/23/2024 03:53:13 PM,,,15062,15062,,,,,0,0,0,0,09/23/2024 11:42:11 AM,0,09/23/2024 03:53:13 PM,ONVIEW,-,OFFICER_GENERATED
2024000336311,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - IN-SERVICE TRAINING,ASSIGNED DUTY - DETAIL BY SUPERVISOR,11/28/2024 11:28:51 AM,11/28/2024 11:28:51 AM,NORTH,NORA,N3,,,,SPD,2024000336311DNCLK,11/28/2024 11:28:51 AM,,,,,11/28/2024 11:28:51 AM,11/28/2024 11:28:51 AM,,,11/28/2024 05:21:44 PM,,,21173,21173,,,,,0,0,0,0,11/28/2024 11:28:51 AM,0,11/28/2024 05:21:44 PM,ONVIEW,-,OFFICER_GENERATED
2025000089011,RESPONDING UNIT(S) CANCELLED BY RADIO,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,04/03/2025 04:39:37 PM,04/03/2025 04:39:37 PM,WEST,DAVID,D2,,,,SPD,2025000089011V7151,04/03/2025 04:39:37 PM,,,,,04/03/2025 04:39:37 PM,04/03/2025 04:39:37 PM,,,04/03/2025 06:23:05 PM,,,6208,6208,,,,,0,0,0,0,04/03/2025 04:39:37 PM,0,04/03/2025 06:23:05 PM,ONVIEW,-,OFFICER_GENERATED
2025000062781,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,03/08/2025 07:42:41 AM,03/08/2025 07:42:41 AM,WEST,DAVID,D2,,,,SPD,2025000062781DSPVA,03/08/2025 07:42:41 AM,,,,,03/08/2025 07:42:41 AM,03/08/2025 07:42:41 AM,,,03/08/2025 07:42:43 AM,,,2,2,,,,,0,0,0,0,03/08/2025 07:42:41 AM,0,03/08/2025 07:42:43 AM,ONVIEW,-,OFFICER_GENERATED
2024000271356,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,OFF DUTY EMPLOYMENT,09/23/2024 09:16:08 PM,09/23/2024 09:16:08 PM,WEST,KING,K2,,,,SPD,2024000271356T6,09/23/2024 09:16:08 PM,,,,,09/23/2024 09:16:08 PM,09/23/2024 09:16:08 PM,,,09/24/2024 01:13:20 AM,,,14232,14232,,,,,0,0,0,0,09/23/2024 09:16:08 PM,0,09/24/2024 01:13:20 AM,ONVIEW,-,OFFICER_GENERATED
